"gene.ID","log2FoldChange","up","down","Effect","gene.annotation"
"PGEN_.00g346230",4.39986013954944,TRUE,FALSE,"Day14_primary","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"PGEN_.00g346230",-3.12057142298827,FALSE,TRUE,"Day7_second","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
"PGEN_.00g347270",-3.16519295140575,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g347800",2.32924016710027,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g348040",4.09222867047127,TRUE,FALSE,"Day7_primary","Hemicentin-2"
"PGEN_.00g348040",5.56429968860926,TRUE,FALSE,"Day14_primary","Hemicentin-2"
"PGEN_.00g348220",4.28152755402231,TRUE,FALSE,"Day14_primary","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"PGEN_.00g348220",6.22904604469097,TRUE,FALSE,"Day21_primary","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"PGEN_.00g348220",2.64975688152867,TRUE,FALSE,"Day7_primary","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"PGEN_.00g348370",3.97278592600266,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g348440",4.40328487747713,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g348570",2.66967016003166,TRUE,FALSE,"Day7_primary","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"PGEN_.00g348570",4.32790985469387,TRUE,FALSE,"Day14_primary","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"PGEN_.00g348570",6.14016666298557,TRUE,FALSE,"Day21_primary","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"PGEN_.00g348850",-2.41168427478489,FALSE,TRUE,"Day7_second","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148)"
"PGEN_.00g348850",3.85722271723149,TRUE,FALSE,"Day14_primary","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148)"
"PGEN_.00g348850",5.22782834340701,TRUE,FALSE,"Day21_primary","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148)"
